1900.00  -0.0072170   0.0476694
1900.05  -0.0072562   0.0478743
1900.10  -0.0072963   0.0480794
1900.15  -0.0073374   0.0482849
1900.20  -0.0073795   0.0484906
1900.25  -0.0074226   0.0486967
1900.30  -0.0074667   0.0489031
1900.35  -0.0075117   0.0491097
1900.40  -0.0075578   0.0493166
1900.45  -0.0076049   0.0495237
1900.50  -0.0076530   0.0497311
1900.55  -0.0077022   0.0499387
1900.60  -0.0077523   0.0501465
1900.65  -0.0078035   0.0503545
1900.70  -0.0078558   0.0505628
1900.75  -0.0079091   0.0507712
1900.80  -0.0079634   0.0509798
1900.85  -0.0080188   0.0511885
1900.90  -0.0080753   0.0513975
1900.95  -0.0081328   0.0516065
1901.00  -0.0081914   0.0518158
1901.05  -0.0082511   0.0520251
1901.10  -0.0083118   0.0522345
1901.15  -0.0083737   0.0524441
1901.20  -0.0084366   0.0526538
1901.25  -0.0085005   0.0528635
1901.30  -0.0085656   0.0530733
1901.35  -0.0086317   0.0532832
1901.40  -0.0086990   0.0534932
1901.45  -0.0087673   0.0537032
1901.50  -0.0088367   0.0539132
1901.55  -0.0089072   0.0541233
1901.60  -0.0089788   0.0543334
1901.65  -0.0090514   0.0545436
1901.70  -0.0091252   0.0547537
1901.75  -0.0092000   0.0549638
1901.80  -0.0092759   0.0551740
1901.85  -0.0093529   0.0553841
1901.90  -0.0094309   0.0555942
1901.95  -0.0095101   0.0558042
1902.00  -0.0095902   0.0560142
1902.05  -0.0096715   0.0562242
1902.10  -0.0097538   0.0564342
1902.15  -0.0098372   0.0566441
1902.20  -0.0099216   0.0568539
1902.25  -0.0100070   0.0570636
1902.30  -0.0100935   0.0572733
1902.35  -0.0101810   0.0574830
1902.40  -0.0102696   0.0576925
1902.45  -0.0103591   0.0579020
1902.50  -0.0104496   0.0581114
1902.55  -0.0105412   0.0583207
1902.60  -0.0106337   0.0585299
1902.65  -0.0107271   0.0587390
1902.70  -0.0108216   0.0589480
1902.75  -0.0109170   0.0591570
1902.80  -0.0110133   0.0593658
1902.85  -0.0111105   0.0595746
1902.90  -0.0112087   0.0597832
1902.95  -0.0113077   0.0599918
1903.00  -0.0114076   0.0602003
1903.05  -0.0115084   0.0604087
1903.10  -0.0116100   0.0606170
1903.15  -0.0117125   0.0608252
1903.20  -0.0118157   0.0610333
1903.25  -0.0119198   0.0612414
1903.30  -0.0120246   0.0614493
1903.35  -0.0121302   0.0616573
1903.40  -0.0122365   0.0618651
1903.45  -0.0123436   0.0620729
1903.50  -0.0124513   0.0622806
1903.55  -0.0125597   0.0624883
1903.60  -0.0126688   0.0626960
1903.65  -0.0127785   0.0629036
1903.70  -0.0128888   0.0631112
1903.75  -0.0129997   0.0633188
1903.80  -0.0131111   0.0635264
1903.85  -0.0132231   0.0637340
1903.90  -0.0133356   0.0639416
1903.95  -0.0134486   0.0641493
1904.00  -0.0135620   0.0643570
1904.05  -0.0136758   0.0645647
1904.10  -0.0137900   0.0647725
1904.15  -0.0139046   0.0649804
1904.20  -0.0140196   0.0651884
1904.25  -0.0141348   0.0653964
1904.30  -0.0142504   0.0656046
1904.35  -0.0143661   0.0658130
1904.40  -0.0144821   0.0660214
1904.45  -0.0145983   0.0662301
1904.50  -0.0147146   0.0664389
1904.55  -0.0148311   0.0666479
1904.60  -0.0149476   0.0668571
1904.65  -0.0150642   0.0670666
1904.70  -0.0151808   0.0672763
1904.75  -0.0152974   0.0674863
1904.80  -0.0154139   0.0676965
1904.85  -0.0155304   0.0679071
1904.90  -0.0156467   0.0681180
1904.95  -0.0157629   0.0683292
1905.00  -0.0158789   0.0685408
1905.05  -0.0159946   0.0687527
1905.10  -0.0161101   0.0689651
1905.15  -0.0162253   0.0691778
1905.20  -0.0163401   0.0693910
1905.25  -0.0164546   0.0696047
1905.30  -0.0165686   0.0698188
1905.35  -0.0166822   0.0700335
1905.40  -0.0167953   0.0702486
1905.45  -0.0169079   0.0704643
1905.50  -0.0170199   0.0706805
1905.55  -0.0171313   0.0708973
1905.60  -0.0172420   0.0711147
1905.65  -0.0173521   0.0713327
1905.70  -0.0174614   0.0715513
1905.75  -0.0175700   0.0717706
1905.80  -0.0176778   0.0719906
1905.85  -0.0177848   0.0722112
1905.90  -0.0178908   0.0724325
1905.95  -0.0179960   0.0726546
1906.00  -0.0181002   0.0728774
1906.05  -0.0182035   0.0731009
1906.10  -0.0183057   0.0733252
1906.15  -0.0184068   0.0735503
1906.20  -0.0185068   0.0737762
1906.25  -0.0186058   0.0740029
1906.30  -0.0187035   0.0742305
1906.35  -0.0188000   0.0744588
1906.40  -0.0188953   0.0746881
1906.45  -0.0189894   0.0749181
1906.50  -0.0190821   0.0751491
1906.55  -0.0191734   0.0753809
1906.60  -0.0192634   0.0756136
1906.65  -0.0193520   0.0758472
1906.70  -0.0194391   0.0760818
1906.75  -0.0195248   0.0763172
1906.80  -0.0196089   0.0765535
1906.85  -0.0196915   0.0767908
1906.90  -0.0197725   0.0770289
1906.95  -0.0198520   0.0772680
1907.00  -0.0199298   0.0775081
1907.05  -0.0200059   0.0777490
1907.10  -0.0200804   0.0779908
1907.15  -0.0201532   0.0782336
1907.20  -0.0202242   0.0784773
1907.25  -0.0202935   0.0787219
1907.30  -0.0203609   0.0789673
1907.35  -0.0204266   0.0792137
1907.40  -0.0204904   0.0794610
1907.45  -0.0205524   0.0797091
1907.50  -0.0206125   0.0799580
1907.55  -0.0206707   0.0802078
1907.60  -0.0207270   0.0804585
1907.65  -0.0207813   0.0807099
1907.70  -0.0208337   0.0809621
1907.75  -0.0208841   0.0812151
1907.80  -0.0209326   0.0814689
1907.85  -0.0209790   0.0817233
1907.90  -0.0210234   0.0819785
1907.95  -0.0210658   0.0822343
1908.00  -0.0211061   0.0824908
1908.05  -0.0211444   0.0827479
1908.10  -0.0211806   0.0830056
1908.15  -0.0212147   0.0832639
1908.20  -0.0212468   0.0835226
1908.25  -0.0212768   0.0837819
1908.30  -0.0213046   0.0840416
1908.35  -0.0213304   0.0843017
1908.40  -0.0213540   0.0845622
1908.45  -0.0213755   0.0848231
1908.50  -0.0213949   0.0850842
1908.55  -0.0214122   0.0853456
1908.60  -0.0214274   0.0856072
1908.65  -0.0214404   0.0858689
1908.70  -0.0214513   0.0861308
1908.75  -0.0214601   0.0863927
1908.80  -0.0214668   0.0866547
1908.85  -0.0214713   0.0869166
1908.90  -0.0214738   0.0871784
1908.95  -0.0214741   0.0874401
1909.00  -0.0214723   0.0877016
1909.05  -0.0214684   0.0879629
1909.10  -0.0214624   0.0882238
1909.15  -0.0214544   0.0884844
1909.20  -0.0214442   0.0887445
1909.25  -0.0214320   0.0890042
1909.30  -0.0214177   0.0892634
1909.35  -0.0214014   0.0895219
1909.40  -0.0213831   0.0897798
1909.45  -0.0213627   0.0900369
